source_id,split,variant_id,degradation,severity,severity_name,is_degraded,relative_path
4f26c847c2f49574,train,4f26c847c2f49574__blur__s3,blur,3,medium,1,dataset/generated/train/4f26c847c2f49574__blur__s3.jpg
4f26c847c2f49574,train,4f26c847c2f49574__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/4f26c847c2f49574__motion_blur__s3.jpg
4f26c847c2f49574,train,4f26c847c2f49574__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/4f26c847c2f49574__underexposure__s3.jpg
4f26c847c2f49574,train,4f26c847c2f49574__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/4f26c847c2f49574__overexposure__s3.jpg
4f26c847c2f49574,train,4f26c847c2f49574__noise__s3,noise,3,medium,1,dataset/generated/train/4f26c847c2f49574__noise__s3.jpg
4f26c847c2f49574,train,4f26c847c2f49574__compression__s3,compression,3,medium,1,dataset/generated/train/4f26c847c2f49574__compression__s3.jpg
37e5625d5de54eb5,train,37e5625d5de54eb5__clean,none,0,none,0,dataset/generated/train/37e5625d5de54eb5__clean.jpg
37e5625d5de54eb5,train,37e5625d5de54eb5__blur__s3,blur,3,medium,1,dataset/generated/train/37e5625d5de54eb5__blur__s3.jpg
37e5625d5de54eb5,train,37e5625d5de54eb5__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/37e5625d5de54eb5__motion_blur__s3.jpg
37e5625d5de54eb5,train,37e5625d5de54eb5__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/37e5625d5de54eb5__underexposure__s3.jpg
37e5625d5de54eb5,train,37e5625d5de54eb5__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/37e5625d5de54eb5__overexposure__s3.jpg
37e5625d5de54eb5,train,37e5625d5de54eb5__noise__s3,noise,3,medium,1,dataset/generated/train/37e5625d5de54eb5__noise__s3.jpg
37e5625d5de54eb5,train,37e5625d5de54eb5__compression__s3,compression,3,medium,1,dataset/generated/train/37e5625d5de54eb5__compression__s3.jpg
039f3bfb862023bd,train,039f3bfb862023bd__clean,none,0,none,0,dataset/generated/train/039f3bfb862023bd__clean.jpg
039f3bfb862023bd,train,039f3bfb862023bd__blur__s3,blur,3,medium,1,dataset/generated/train/039f3bfb862023bd__blur__s3.jpg
039f3bfb862023bd,train,039f3bfb862023bd__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/039f3bfb862023bd__motion_blur__s3.jpg
039f3bfb862023bd,train,039f3bfb862023bd__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/039f3bfb862023bd__underexposure__s3.jpg
039f3bfb862023bd,train,039f3bfb862023bd__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/039f3bfb862023bd__overexposure__s3.jpg
039f3bfb862023bd,train,039f3bfb862023bd__noise__s3,noise,3,medium,1,dataset/generated/train/039f3bfb862023bd__noise__s3.jpg
039f3bfb862023bd,train,039f3bfb862023bd__compression__s3,compression,3,medium,1,dataset/generated/train/039f3bfb862023bd__compression__s3.jpg
b2cc81a8ab0c23da,train,b2cc81a8ab0c23da__clean,none,0,none,0,dataset/generated/train/b2cc81a8ab0c23da__clean.jpg
b2cc81a8ab0c23da,train,b2cc81a8ab0c23da__blur__s3,blur,3,medium,1,dataset/generated/train/b2cc81a8ab0c23da__blur__s3.jpg
b2cc81a8ab0c23da,train,b2cc81a8ab0c23da__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/b2cc81a8ab0c23da__motion_blur__s3.jpg
b2cc81a8ab0c23da,train,b2cc81a8ab0c23da__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/b2cc81a8ab0c23da__underexposure__s3.jpg
b2cc81a8ab0c23da,train,b2cc81a8ab0c23da__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/b2cc81a8ab0c23da__overexposure__s3.jpg
b2cc81a8ab0c23da,train,b2cc81a8ab0c23da__noise__s3,noise,3,medium,1,dataset/generated/train/b2cc81a8ab0c23da__noise__s3.jpg
b2cc81a8ab0c23da,train,b2cc81a8ab0c23da__compression__s3,compression,3,medium,1,dataset/generated/train/b2cc81a8ab0c23da__compression__s3.jpg
235537407867a7b8,train,235537407867a7b8__clean,none,0,none,0,dataset/generated/train/235537407867a7b8__clean.jpg
235537407867a7b8,train,235537407867a7b8__blur__s3,blur,3,medium,1,dataset/generated/train/235537407867a7b8__blur__s3.jpg
235537407867a7b8,train,235537407867a7b8__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/235537407867a7b8__motion_blur__s3.jpg
235537407867a7b8,train,235537407867a7b8__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/235537407867a7b8__underexposure__s3.jpg
235537407867a7b8,train,235537407867a7b8__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/235537407867a7b8__overexposure__s3.jpg
235537407867a7b8,train,235537407867a7b8__noise__s3,noise,3,medium,1,dataset/generated/train/235537407867a7b8__noise__s3.jpg
235537407867a7b8,train,235537407867a7b8__compression__s3,compression,3,medium,1,dataset/generated/train/235537407867a7b8__compression__s3.jpg
99479f61ef2931ea,train,99479f61ef2931ea__clean,none,0,none,0,dataset/generated/train/99479f61ef2931ea__clean.jpg
99479f61ef2931ea,train,99479f61ef2931ea__blur__s3,blur,3,medium,1,dataset/generated/train/99479f61ef2931ea__blur__s3.jpg
99479f61ef2931ea,train,99479f61ef2931ea__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/99479f61ef2931ea__motion_blur__s3.jpg
99479f61ef2931ea,train,99479f61ef2931ea__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/99479f61ef2931ea__underexposure__s3.jpg
99479f61ef2931ea,train,99479f61ef2931ea__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/99479f61ef2931ea__overexposure__s3.jpg
99479f61ef2931ea,train,99479f61ef2931ea__noise__s3,noise,3,medium,1,dataset/generated/train/99479f61ef2931ea__noise__s3.jpg
99479f61ef2931ea,train,99479f61ef2931ea__compression__s3,compression,3,medium,1,dataset/generated/train/99479f61ef2931ea__compression__s3.jpg
a4cd7f45ac1ce27e,train,a4cd7f45ac1ce27e__clean,none,0,none,0,dataset/generated/train/a4cd7f45ac1ce27e__clean.jpg
a4cd7f45ac1ce27e,train,a4cd7f45ac1ce27e__blur__s3,blur,3,medium,1,dataset/generated/train/a4cd7f45ac1ce27e__blur__s3.jpg
a4cd7f45ac1ce27e,train,a4cd7f45ac1ce27e__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/a4cd7f45ac1ce27e__motion_blur__s3.jpg
a4cd7f45ac1ce27e,train,a4cd7f45ac1ce27e__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/a4cd7f45ac1ce27e__underexposure__s3.jpg
a4cd7f45ac1ce27e,train,a4cd7f45ac1ce27e__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/a4cd7f45ac1ce27e__overexposure__s3.jpg
a4cd7f45ac1ce27e,train,a4cd7f45ac1ce27e__noise__s3,noise,3,medium,1,dataset/generated/train/a4cd7f45ac1ce27e__noise__s3.jpg
a4cd7f45ac1ce27e,train,a4cd7f45ac1ce27e__compression__s3,compression,3,medium,1,dataset/generated/train/a4cd7f45ac1ce27e__compression__s3.jpg
1bb3ef4577a7c11c,train,1bb3ef4577a7c11c__clean,none,0,none,0,dataset/generated/train/1bb3ef4577a7c11c__clean.jpg
1bb3ef4577a7c11c,train,1bb3ef4577a7c11c__blur__s3,blur,3,medium,1,dataset/generated/train/1bb3ef4577a7c11c__blur__s3.jpg
1bb3ef4577a7c11c,train,1bb3ef4577a7c11c__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/1bb3ef4577a7c11c__motion_blur__s3.jpg
1bb3ef4577a7c11c,train,1bb3ef4577a7c11c__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/1bb3ef4577a7c11c__underexposure__s3.jpg
1bb3ef4577a7c11c,train,1bb3ef4577a7c11c__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/1bb3ef4577a7c11c__overexposure__s3.jpg
1bb3ef4577a7c11c,train,1bb3ef4577a7c11c__noise__s3,noise,3,medium,1,dataset/generated/train/1bb3ef4577a7c11c__noise__s3.jpg
1bb3ef4577a7c11c,train,1bb3ef4577a7c11c__compression__s3,compression,3,medium,1,dataset/generated/train/1bb3ef4577a7c11c__compression__s3.jpg
8a52b7177994a207,train,8a52b7177994a207__clean,none,0,none,0,dataset/generated/train/8a52b7177994a207__clean.jpg
8a52b7177994a207,train,8a52b7177994a207__blur__s3,blur,3,medium,1,dataset/generated/train/8a52b7177994a207__blur__s3.jpg
8a52b7177994a207,train,8a52b7177994a207__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/8a52b7177994a207__motion_blur__s3.jpg
8a52b7177994a207,train,8a52b7177994a207__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/8a52b7177994a207__underexposure__s3.jpg
8a52b7177994a207,train,8a52b7177994a207__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/8a52b7177994a207__overexposure__s3.jpg
8a52b7177994a207,train,8a52b7177994a207__noise__s3,noise,3,medium,1,dataset/generated/train/8a52b7177994a207__noise__s3.jpg
8a52b7177994a207,train,8a52b7177994a207__compression__s3,compression,3,medium,1,dataset/generated/train/8a52b7177994a207__compression__s3.jpg
c075f51a798e65d2,train,c075f51a798e65d2__clean,none,0,none,0,dataset/generated/train/c075f51a798e65d2__clean.jpg
c075f51a798e65d2,train,c075f51a798e65d2__blur__s3,blur,3,medium,1,dataset/generated/train/c075f51a798e65d2__blur__s3.jpg
c075f51a798e65d2,train,c075f51a798e65d2__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/c075f51a798e65d2__motion_blur__s3.jpg
c075f51a798e65d2,train,c075f51a798e65d2__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/c075f51a798e65d2__underexposure__s3.jpg
c075f51a798e65d2,train,c075f51a798e65d2__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/c075f51a798e65d2__overexposure__s3.jpg
c075f51a798e65d2,train,c075f51a798e65d2__noise__s3,noise,3,medium,1,dataset/generated/train/c075f51a798e65d2__noise__s3.jpg
c075f51a798e65d2,train,c075f51a798e65d2__compression__s3,compression,3,medium,1,dataset/generated/train/c075f51a798e65d2__compression__s3.jpg
8795ff243cf20405,train,8795ff243cf20405__clean,none,0,none,0,dataset/generated/train/8795ff243cf20405__clean.jpg
8795ff243cf20405,train,8795ff243cf20405__blur__s3,blur,3,medium,1,dataset/generated/train/8795ff243cf20405__blur__s3.jpg
8795ff243cf20405,train,8795ff243cf20405__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/8795ff243cf20405__motion_blur__s3.jpg
8795ff243cf20405,train,8795ff243cf20405__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/8795ff243cf20405__underexposure__s3.jpg
8795ff243cf20405,train,8795ff243cf20405__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/8795ff243cf20405__overexposure__s3.jpg
8795ff243cf20405,train,8795ff243cf20405__noise__s3,noise,3,medium,1,dataset/generated/train/8795ff243cf20405__noise__s3.jpg
8795ff243cf20405,train,8795ff243cf20405__compression__s3,compression,3,medium,1,dataset/generated/train/8795ff243cf20405__compression__s3.jpg
f5e6d63081ba8fbb,train,f5e6d63081ba8fbb__clean,none,0,none,0,dataset/generated/train/f5e6d63081ba8fbb__clean.jpg
f5e6d63081ba8fbb,train,f5e6d63081ba8fbb__blur__s3,blur,3,medium,1,dataset/generated/train/f5e6d63081ba8fbb__blur__s3.jpg
f5e6d63081ba8fbb,train,f5e6d63081ba8fbb__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/f5e6d63081ba8fbb__motion_blur__s3.jpg
f5e6d63081ba8fbb,train,f5e6d63081ba8fbb__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/f5e6d63081ba8fbb__underexposure__s3.jpg
f5e6d63081ba8fbb,train,f5e6d63081ba8fbb__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/f5e6d63081ba8fbb__overexposure__s3.jpg
f5e6d63081ba8fbb,train,f5e6d63081ba8fbb__noise__s3,noise,3,medium,1,dataset/generated/train/f5e6d63081ba8fbb__noise__s3.jpg
f5e6d63081ba8fbb,train,f5e6d63081ba8fbb__compression__s3,compression,3,medium,1,dataset/generated/train/f5e6d63081ba8fbb__compression__s3.jpg
83981537a7baeafb,train,83981537a7baeafb__clean,none,0,none,0,dataset/generated/train/83981537a7baeafb__clean.jpg
83981537a7baeafb,train,83981537a7baeafb__blur__s3,blur,3,medium,1,dataset/generated/train/83981537a7baeafb__blur__s3.jpg
83981537a7baeafb,train,83981537a7baeafb__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/83981537a7baeafb__motion_blur__s3.jpg
83981537a7baeafb,train,83981537a7baeafb__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/83981537a7baeafb__underexposure__s3.jpg
83981537a7baeafb,train,83981537a7baeafb__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/83981537a7baeafb__overexposure__s3.jpg
83981537a7baeafb,train,83981537a7baeafb__noise__s3,noise,3,medium,1,dataset/generated/train/83981537a7baeafb__noise__s3.jpg
83981537a7baeafb,train,83981537a7baeafb__compression__s3,compression,3,medium,1,dataset/generated/train/83981537a7baeafb__compression__s3.jpg
67fe4f0a7b71ecee,train,67fe4f0a7b71ecee__clean,none,0,none,0,dataset/generated/train/67fe4f0a7b71ecee__clean.jpg
67fe4f0a7b71ecee,train,67fe4f0a7b71ecee__blur__s3,blur,3,medium,1,dataset/generated/train/67fe4f0a7b71ecee__blur__s3.jpg
67fe4f0a7b71ecee,train,67fe4f0a7b71ecee__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/67fe4f0a7b71ecee__motion_blur__s3.jpg
67fe4f0a7b71ecee,train,67fe4f0a7b71ecee__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/67fe4f0a7b71ecee__underexposure__s3.jpg
67fe4f0a7b71ecee,train,67fe4f0a7b71ecee__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/67fe4f0a7b71ecee__overexposure__s3.jpg
67fe4f0a7b71ecee,train,67fe4f0a7b71ecee__noise__s3,noise,3,medium,1,dataset/generated/train/67fe4f0a7b71ecee__noise__s3.jpg
67fe4f0a7b71ecee,train,67fe4f0a7b71ecee__compression__s3,compression,3,medium,1,dataset/generated/train/67fe4f0a7b71ecee__compression__s3.jpg
ac74264bbc3356e0,train,ac74264bbc3356e0__clean,none,0,none,0,dataset/generated/train/ac74264bbc3356e0__clean.jpg
ac74264bbc3356e0,train,ac74264bbc3356e0__blur__s3,blur,3,medium,1,dataset/generated/train/ac74264bbc3356e0__blur__s3.jpg
ac74264bbc3356e0,train,ac74264bbc3356e0__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/ac74264bbc3356e0__motion_blur__s3.jpg
ac74264bbc3356e0,train,ac74264bbc3356e0__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/ac74264bbc3356e0__underexposure__s3.jpg
ac74264bbc3356e0,train,ac74264bbc3356e0__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/ac74264bbc3356e0__overexposure__s3.jpg
ac74264bbc3356e0,train,ac74264bbc3356e0__noise__s3,noise,3,medium,1,dataset/generated/train/ac74264bbc3356e0__noise__s3.jpg
ac74264bbc3356e0,train,ac74264bbc3356e0__compression__s3,compression,3,medium,1,dataset/generated/train/ac74264bbc3356e0__compression__s3.jpg
3ef0da375244c3fd,train,3ef0da375244c3fd__clean,none,0,none,0,dataset/generated/train/3ef0da375244c3fd__clean.jpg
3ef0da375244c3fd,train,3ef0da375244c3fd__blur__s3,blur,3,medium,1,dataset/generated/train/3ef0da375244c3fd__blur__s3.jpg
3ef0da375244c3fd,train,3ef0da375244c3fd__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/3ef0da375244c3fd__motion_blur__s3.jpg
3ef0da375244c3fd,train,3ef0da375244c3fd__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/3ef0da375244c3fd__underexposure__s3.jpg
3ef0da375244c3fd,train,3ef0da375244c3fd__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/3ef0da375244c3fd__overexposure__s3.jpg
3ef0da375244c3fd,train,3ef0da375244c3fd__noise__s3,noise,3,medium,1,dataset/generated/train/3ef0da375244c3fd__noise__s3.jpg
3ef0da375244c3fd,train,3ef0da375244c3fd__compression__s3,compression,3,medium,1,dataset/generated/train/3ef0da375244c3fd__compression__s3.jpg
8e85a2e71ee512fe,train,8e85a2e71ee512fe__clean,none,0,none,0,dataset/generated/train/8e85a2e71ee512fe__clean.jpg
8e85a2e71ee512fe,train,8e85a2e71ee512fe__blur__s3,blur,3,medium,1,dataset/generated/train/8e85a2e71ee512fe__blur__s3.jpg
8e85a2e71ee512fe,train,8e85a2e71ee512fe__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/8e85a2e71ee512fe__motion_blur__s3.jpg
8e85a2e71ee512fe,train,8e85a2e71ee512fe__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/8e85a2e71ee512fe__underexposure__s3.jpg
8e85a2e71ee512fe,train,8e85a2e71ee512fe__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/8e85a2e71ee512fe__overexposure__s3.jpg
8e85a2e71ee512fe,train,8e85a2e71ee512fe__noise__s3,noise,3,medium,1,dataset/generated/train/8e85a2e71ee512fe__noise__s3.jpg
8e85a2e71ee512fe,train,8e85a2e71ee512fe__compression__s3,compression,3,medium,1,dataset/generated/train/8e85a2e71ee512fe__compression__s3.jpg
bd8133fe5862ea2b,train,bd8133fe5862ea2b__clean,none,0,none,0,dataset/generated/train/bd8133fe5862ea2b__clean.jpg
bd8133fe5862ea2b,train,bd8133fe5862ea2b__blur__s3,blur,3,medium,1,dataset/generated/train/bd8133fe5862ea2b__blur__s3.jpg
bd8133fe5862ea2b,train,bd8133fe5862ea2b__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/bd8133fe5862ea2b__motion_blur__s3.jpg
bd8133fe5862ea2b,train,bd8133fe5862ea2b__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/bd8133fe5862ea2b__underexposure__s3.jpg
bd8133fe5862ea2b,train,bd8133fe5862ea2b__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/bd8133fe5862ea2b__overexposure__s3.jpg
bd8133fe5862ea2b,train,bd8133fe5862ea2b__noise__s3,noise,3,medium,1,dataset/generated/train/bd8133fe5862ea2b__noise__s3.jpg
bd8133fe5862ea2b,train,bd8133fe5862ea2b__compression__s3,compression,3,medium,1,dataset/generated/train/bd8133fe5862ea2b__compression__s3.jpg
71a37c25cdf944cf,train,71a37c25cdf944cf__clean,none,0,none,0,dataset/generated/train/71a37c25cdf944cf__clean.jpg
71a37c25cdf944cf,train,71a37c25cdf944cf__blur__s3,blur,3,medium,1,dataset/generated/train/71a37c25cdf944cf__blur__s3.jpg
71a37c25cdf944cf,train,71a37c25cdf944cf__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/71a37c25cdf944cf__motion_blur__s3.jpg
71a37c25cdf944cf,train,71a37c25cdf944cf__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/71a37c25cdf944cf__underexposure__s3.jpg
71a37c25cdf944cf,train,71a37c25cdf944cf__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/71a37c25cdf944cf__overexposure__s3.jpg
71a37c25cdf944cf,train,71a37c25cdf944cf__noise__s3,noise,3,medium,1,dataset/generated/train/71a37c25cdf944cf__noise__s3.jpg
71a37c25cdf944cf,train,71a37c25cdf944cf__compression__s3,compression,3,medium,1,dataset/generated/train/71a37c25cdf944cf__compression__s3.jpg
46d2a5feb3f953b5,train,46d2a5feb3f953b5__clean,none,0,none,0,dataset/generated/train/46d2a5feb3f953b5__clean.jpg
46d2a5feb3f953b5,train,46d2a5feb3f953b5__blur__s3,blur,3,medium,1,dataset/generated/train/46d2a5feb3f953b5__blur__s3.jpg
46d2a5feb3f953b5,train,46d2a5feb3f953b5__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/46d2a5feb3f953b5__motion_blur__s3.jpg
46d2a5feb3f953b5,train,46d2a5feb3f953b5__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/46d2a5feb3f953b5__underexposure__s3.jpg
46d2a5feb3f953b5,train,46d2a5feb3f953b5__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/46d2a5feb3f953b5__overexposure__s3.jpg
46d2a5feb3f953b5,train,46d2a5feb3f953b5__noise__s3,noise,3,medium,1,dataset/generated/train/46d2a5feb3f953b5__noise__s3.jpg
46d2a5feb3f953b5,train,46d2a5feb3f953b5__compression__s3,compression,3,medium,1,dataset/generated/train/46d2a5feb3f953b5__compression__s3.jpg
ffe0f0cec3b2e27a,train,ffe0f0cec3b2e27a__clean,none,0,none,0,dataset/generated/train/ffe0f0cec3b2e27a__clean.jpg
ffe0f0cec3b2e27a,train,ffe0f0cec3b2e27a__blur__s3,blur,3,medium,1,dataset/generated/train/ffe0f0cec3b2e27a__blur__s3.jpg
ffe0f0cec3b2e27a,train,ffe0f0cec3b2e27a__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/ffe0f0cec3b2e27a__motion_blur__s3.jpg
ffe0f0cec3b2e27a,train,ffe0f0cec3b2e27a__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/ffe0f0cec3b2e27a__underexposure__s3.jpg
ffe0f0cec3b2e27a,train,ffe0f0cec3b2e27a__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/ffe0f0cec3b2e27a__overexposure__s3.jpg
ffe0f0cec3b2e27a,train,ffe0f0cec3b2e27a__noise__s3,noise,3,medium,1,dataset/generated/train/ffe0f0cec3b2e27a__noise__s3.jpg
ffe0f0cec3b2e27a,train,ffe0f0cec3b2e27a__compression__s3,compression,3,medium,1,dataset/generated/train/ffe0f0cec3b2e27a__compression__s3.jpg
b088f1fc8e86da21,train,b088f1fc8e86da21__clean,none,0,none,0,dataset/generated/train/b088f1fc8e86da21__clean.jpg
b088f1fc8e86da21,train,b088f1fc8e86da21__blur__s3,blur,3,medium,1,dataset/generated/train/b088f1fc8e86da21__blur__s3.jpg
b088f1fc8e86da21,train,b088f1fc8e86da21__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/b088f1fc8e86da21__motion_blur__s3.jpg
b088f1fc8e86da21,train,b088f1fc8e86da21__underexposure__s3,underexposure,3,medium,1,dataset/generated/train/b088f1fc8e86da21__underexposure__s3.jpg
b088f1fc8e86da21,train,b088f1fc8e86da21__overexposure__s3,overexposure,3,medium,1,dataset/generated/train/b088f1fc8e86da21__overexposure__s3.jpg
b088f1fc8e86da21,train,b088f1fc8e86da21__noise__s3,noise,3,medium,1,dataset/generated/train/b088f1fc8e86da21__noise__s3.jpg
b088f1fc8e86da21,train,b088f1fc8e86da21__compression__s3,compression,3,medium,1,dataset/generated/train/b088f1fc8e86da21__compression__s3.jpg
fc017f5308d348bd,train,fc017f5308d348bd__clean,none,0,none,0,dataset/generated/train/fc017f5308d348bd__clean.jpg
fc017f5308d348bd,train,fc017f5308d348bd__blur__s3,blur,3,medium,1,dataset/generated/train/fc017f5308d348bd__blur__s3.jpg
fc017f5308d348bd,train,fc017f5308d348bd__motion_blur__s3,motion_blur,3,medium,1,dataset/generated/train/fc017f5308d348bd__motion_blur__s3.jpg
